show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,
s3439-netflix,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,9-Oct-19,2019,PG-13,106 min,"Dramas, Romantic Movies","Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",
s3933-amazon,Movie,After Dark: Lake Mungo,Joel Anderson,"Talia Zucker, Rosie Traynor, David Pledger, Martin Sharpe, Steve Jodrell, Tamara Donnellan, Scott Terrill",,,2010,R,87 min,"Drama, Horror, Suspense","When sixteen-year-old Alice Palmer drowns while swimming in the local dam, her family experiences a series of strange events leading them to discover that Alice led a secret, double life.",
s2641-netflix,TV Show,After Life,,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman",United Kingdom,24-Apr-20,2020,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies","Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",
s3796-netflix,Movie,After Maria,Nadia Hallgren,,United States,24-May-19,2019,TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",
s7528-amazon,Movie,After Masks,"John Crockett, Brian McCulley, Manaal Khan, Carmelo Chimera, Tayo Amos, Rebekah Wiggins","Mitchell Hoog, Krista Allen, Eric Roberts, Eliza Roberts, Robert Picardo, Tionne 'T-Boz' Watkins, Debra Wilson",,,2021,16+,105 min,Drama,"Journey through the human experience as a pandemic tests what we are made of, both as individuals and as a culture. COVID-19 has challenged us with losing our jobs, being alone together, and facing death head-on. But a light still shines as we hope for togetherness, embrace the spirit of survival, and know that although we may bend, we are never broken. Everyone has a story. What's yours?",
s8451-amazon,Movie,After Miss Julie,Patrick Marber,"Geraldine Somerville, Phil Daniels, Kathy Burke",,,1995,18+,78 min,"Arts, Entertainment, and Culture, Drama, Young Adult Audience","An updated version of Strindberg's play examining class and social differences. Julie, the daughter of an MP, seduces her father's chauffeur, despite his being engaged to the maid.",
s6096-netflix,Movie,After Porn Ends,Bryce Wagoner,,United States,27-May-19,2012,NR,93 min,Documentaries,"This documentary explores the careers of some of porn's top stars and examines their adjustment to ""normal"" society after leaving adult entertainment.",
s6097-netflix,Movie,After Porn Ends 3,Brittany Andrews,,United States,30-Dec-18,2018,TV-MA,87 min,Documentaries,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.,
s3352-amazon,Movie,After School,William Olsen,"Sam Bottoms, Renee Coleman",,,1988,R,90 min,"Comedy, Drama","September Johnson is the perfect student, full of brains and beauty. But her favorite subject is Michael, an attractive young professor. What September wants to learn from him isn't taught in the classroom. Now the lesson really begins - after school.",
s3932-amazon,Movie,After The Dark,John Huddles,"James D'Arcy, Sophie Lowe, Daryl Sabara, Freddie Stroma, Rhys Wakefield",,,2014,R,107 min,Action,"Faced with an impending nuclear apocalypse, a group of twenty college students must determine which ten of them would take shelter underground and reboot the human race. The decision quickly becomes deadly as each in the group turns against each other in a desperate fight for survival.",
s3119-netflix,Movie,After the Raid,Rodrigo Reyes,,"United States, Mexico",19-Dec-19,2019,TV-PG,25 min,"Documentaries, International Movies",A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,
s3351-amazon,TV Show,After the Rain,,"Sayumi Watabe, Hiroaki Hirata, Emi Miyazima, Haruka Fukuhara",,,2018,TV-NR,1 Season,TV Shows,"Akira Tachibana(17) used to be the ace of a track club, but gave up running due to her injury. Masami Kondo(45) is a manager at a family restaurant called Garden, where Akira works. This story is set in a seaside town, and depicts a girl who stopped at a cross-point in her youth, and a man who reached a turning point of life. Everybody wants that moment where they get fraught with great emotions.",
s5868-amazon,Movie,After the Reign,Geo Santini,"Geo Santini, Rene Rosado, Cory Rooney, Jacory Gums, Tiffany Daniels, Jessica Meza, Nick Finch, Scotty Tovar, Rayniel Rufino",,,2021,18+,86 min,Comedy,"Professional internet troll, Benito Cruz, attempts to pull off his greatest scheme yet, transforming into hardcore rapper 'Lil Tito.' But he soon finds out that the rap game is even more unpredictable than he expected... Will he survive?",
s1502-netflix,Movie,After We Collided,Roger Kumble,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Selma Blair, Louise Lombard, Shane Paul McGhie, Candice King, Charlie Weber, Khadijha Red Thunder, Inanna Sarkis, Pia Mia, Samuel Larsen, Dylan Arnold, Karimah Westbrook, Rob Estes",United States,22-Dec-20,2020,R,105 min,"Dramas, Romantic Movies","Tessa fell hard and fast for Hardin, but after a betrayal tears them apart, she must decide whether to move on — or trust him with a second chance.",
s4982-amazon,Movie,After You're Gone,Anna Matison,"Sergey Bezrukov, Anastasia Bezrukova, Karina Andolenko, Vladimir Menshov, Tamara Akulova",,,2016,16+,111 min,"Arts, Entertainment, and Culture, Drama","Aleksey Temnikov is a renowned ballet dancer, and an acknowledged genius whose career was cut abruptly short after sustaining an injury back in the '90s. Twenty years later, Aleksey discovers that his condition is degenerative, and that he will soon lose the ability to walk. For him, this means only one thing - death. Before this happens, Aleksey sets out to choreograph a ballet.",
s114-netflix,Movie,Afterlife of the Party,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",,2-Sep-21,2021,TV-PG,110 min,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,
s308-netflix,Movie,Aftermath,Peter Winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,4-Aug-21,2021,TV-MA,115 min,Horror Movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",
s4856-amazon,Movie,Afternoon Delight,Joey Soloway,"Kathryn Hahn, Jane Lynch, Josh Radnor, Juno Temple",,,2013,R,98 min,"Comedy, Drama","In this sexy comedy starring Glee's Jane Lynch, Transparent's Kathryn Hahn, and Juno Temple, a Los Angeles mom puts her idyllic life in jeopardy when she tries to rescue a stripper by taking her in as a live-in nanny. From the creator of Transparent, Joey Soloway.",
s6098-netflix,Movie,Afterschool,Antonio Campos,"Ezra Miller, Addison Timlin, Jeremy Allen White, Michael Stuhlbarg, Emory Cohen, David Costabile, Rosemarie DeWitt, Dariusz M. Uczkowski, Gary Wilmes, Paul Sparks, Alexandra Neil, Lee Wilkof",United States,13-Aug-20,2008,TV-MA,107 min,"Dramas, Independent Movies","When a prep school loner films two classmates overdosing on cocaine, his footage plays a role in the emotional fallout within the school community.",
s6099-netflix,Movie,Aftershock,Nicolás López,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo, Marcial Tagle, Ramón Llao, Ignacia Allamand, Paz Bascuñán","United States, Chile",7-Mar-18,2012,R,89 min,"Action & Adventure, Horror Movies","An American tourist and his friends are partying in Chile, but a major earthquake devastates the area and forces them to scramble for survival.",
s6147-amazon,Movie,Aga Bai Arechha,Kedar Shinde,"Sanjay Narvekar, Priyanka Yadav, Bharti Achrekar, Sonali Bendre, Dilip Prabhavalkar, Siddarth Jadhav, Bharat Jadhav, Tejaswini Pandit, Shubhangi Gokhale, Vijay Chavan, Rasika Joshi, Suhas Joshi, Mandar Shinde, Vinay Yedekar",,,2004,ALL,149 min,Comedy,"Shriranga Deshmukh is frustrated with the women in his life. At a fair, he gets a gift from the higher powers, and from there on life changes as he can hear what women want! It highlights his transition from a frustrated individual to someone who is happy, content and in charge of his life.",
s3931-amazon,Movie,Against A Crooked Sky,Earl Bellamy,"Richard Boone, Stewart Petersen, Henry Wilcoxon",,,1975,13+,89 min,"Adventure, Western","The daughter of a pioneer family is kidnapped by a mysterious Indian tribe and the eldest son risks his life to track down and rescue her. Along the way, the boy befriends and recruits a grizzly trapper to help him locate the unknown tribe and rescue his sister. In order to win back his sister's freedom, he must be willing to sacrifice himself life by passing the ultimate test of courage.",
s6017-amazon,Movie,Against the Law,Jim Wynorski,"Richard Grieco, Nancy Allen",,,1999,16+,85 min,"Action, Drama, Suspense","A trigger-happy outlaw goes on the run and a burned out, disillusioned cop gives chase. They end up head-to-head in a Los Angeles shoot out.",
s5391-netflix,TV Show,Against the Tide,,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping, Zhang Zhenhuan, Paige Chua, Xu Bin, Carrie Wong",Singapore,1-Jul-17,2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,
s6100-netflix,Movie,Agatha and the Truth of Murder,Terry Loane,"Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave, Blake Harrison, Tim McInnerny, Ralph Ineson, Michael McElhatton",United Kingdom,31-Jan-19,2018,TV-MA,92 min,Dramas,"In a dramatized depiction of her 11-day disappearance, novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage.",
s129-netflix,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,"Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington",,1-Sep-21,2017,PG-13,115 min,"Dramas, International Movies, Thrillers","When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",
s3350-amazon,TV Show,Agatha Christie's Ordeal By Innocence,,"Bill Nighy, Anthony Boyle, Anna Chancellor, Morven Christie, Crystal Clarke, Christian Cooke, Alice Eve, Matthew Goode, Ella Ournell, Eleanor Tomlinson, Luke Treadaway",,,2018,16+,1 Season,"Drama, Suspense","When wealthy philanthropist, Rachel Argyll, is murdered at her family estate, her adopted son Jack is arrested for her murder. He vehemently protests his guilt and eighteen months later, the identity of the murder is thrown in doubt. Now it is up to the rest of the family to decipher a killer amongst them.",
s3349-amazon,TV Show,Agatha Christie's The ABC Murders,,"John Malkovich, Rupert Grint, Andrew Buchan, Eamon Farren, Jack Farthing, Gregor Fisher, Tara Fitzgerald, Henry Goodman, Shirley Henderson, Bronwyn James, Freya Mavor, Kevin McNally, Eve Austin, Anya Chalotra, Lizzy McInnerny, Cyril Nri, Suzanne Packer, Michael Shaeffer, Christopher Villiers",,,2019,16+,1 Season,TV Shows,"1933. Hercule Poirot, older and greyer, receives letters threatening murder. The sender signs themselves only as “A.B.C.” When he takes the letters to the police looking for help, Hercule finds all his old friends have moved on. But soon there is a murder and the once-great detective must take matters into his own hands.",
s3348-amazon,TV Show,Agatha Christie's The Pale Horse,,"Rufus Sewell, Sean Pertwee, Kaya Scodelario, Bertie Carvel, Sheila Atim, Christopher Bianchi, Madeleine Bowyer, Georgina Campbell, Kim Chapman, Kathy Kiera Clarke, James Fleet, Poppy Gilbert, Nicky Goldie, Henry Lloyd-Hughes, Ellen Robertson, Claire Skinner, Rita Tushingham, Sarah Woodward, Martin Buchan, Ben Nathan",,,2020,16+,1 Season,TV Shows,A mysterious list of names is found in the shoe of a dead woman. What is the connection to the village of Much Deeping?,
s3699-amazon,Movie,Agathe Cléry,Étienne Chatiliez,"Valérie Lemercier, Anthony Kavanagh, Dominique Lavanant, Isabelle Nanty, Jean Rochefort",,,2008,7+,111 min,Comedy,"Agathe Cléry is a hard working and modern marketing manager from a cosmetics company, specialized in clear skin. Her colleagues find her snob, strict, and they know she's a racist. One day though, Agathe is diagnosed to suffer from Addison syndrome, which alters and darkens your skin color. One morning, she wakes up as black as the ones she intensively hated.",
s9264-amazon,Movie,Agathiyar,A. P. Nagarajan,"Sirkazhi Govindarajan, T. R. Mahalingam, A. V. M. Rajan, R. S. Manohar",,,1972,ALL,153 min,Drama,"Agathiyar Muni, an avatar of Lord Brahma and a member of the seven sages, performs supernatural feats of strength and daring in order to serve his people and the gods.",
s6101-netflix,TV Show,Age Gap Love,,Fay Ripley,United Kingdom,12-Jul-19,2017,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows","Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin.",
s6102-netflix,TV Show,Age of Glory,,"Debbie Goh, Aenie Wong, Frederick Lee, Leslie Chai",,14-Aug-17,2010,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Amid the thriving nightlife of 1960s Kuala Lumpur, three Chinese friends – a showgirl, her housekeeper and a chanteuse – find love and heartbreak.",
s6830-amazon,Movie,Age of Heroes,Adrian Vitoria,"Sean Bean, Danny Dyer, Aksel Hennie",,,2012,18+,94 min,"Action, Drama","The true story of the formation of Ian Fleming's 30 Commando unit, a precursor for the elite forces in the U.K.",
s4665-netflix,TV Show,Age of Rebellion,Peter Ho,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,1-Sep-18,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",
s1273-netflix,TV Show,Age of Samurai: Battle for Japan,,"Masayoshi Haneda, Masami Kosaka, Hideaki Ito, Hayate, Wilfred Lee, Philippe Koo",United States,24-Feb-21,2021,TV-MA,1 Season,"Docuseries, International TV Shows",Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,
s6756-amazon,Movie,Age Of Summer,Bill Kiely,"Percy Hynes White, Jake Ryan, Charlotte Sabina, Diarmaid Murtagh, Peter Stormare",,,2018,16+,89 min,Comedy,A determined teenage boy struggles to find acceptance within the Jr. Lifeguards while juggling relationships and challenges in the summer of 1986.,
s4401-netflix,TV Show,Age of Tanks,,,"Germany, France, Russia",10-Nov-18,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,
s5992-amazon,TV Show,Age of the Living Dead,,"Simon Phillips, Eve Mauro, Nicola Posener, Bill Oberst Jnr",,,2021,16+,1 Season,"Action, Science Fiction","In an America quarantined by the rest of the world, humans and vampires co-exist on opposite coasts thanks to a peace treaty, while each side plots to destroy the other.",
s7899-amazon,Movie,Age of Treason,Kevin Connor,"Bryan Brown, Matthias Hues, Amanda Pays, Art Malik, Patricia Kerrigan, Elisabetta Coraini, Richard D. Sharpe, Sophie Okonedo, Anthony Valentine",,,1994,16+,94 min,"Action, Drama","Bryan Brown as Falco, is a hard luck private investigator working the streets of Rome...in 69 A.D.! Falco and his partner Justus reluctantly accept an assignment to find the missing son of a prominent Roman Senator. Soon they are caught up in a deadly plot to control the future of the Roman Empire. Age of Treason presents the splendor and decadence of ancient Rome awash in mystery and intrigue.",
s3112-netflix,TV Show,Agent,,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema","Mauritius, South Africa",20-Dec-19,2019,TV-MA,1 Season,"International TV Shows, TV Dramas","A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.",
s3347-amazon,Movie,Agent Fox,Ge Shuiying,"Shiyu Qiao, Xiaoming Xuan, Hao Chen, Yaohan Zhang",,,2014,G,87 min,"Animation, Kids",Super spy Agent F.O.X. arrives in Carrot Town with one objective: infiltrate the community of friendly rabbits and locate a mysterious artifact. But the mission goes awry when the secret agent is mistaken for a distant cousin.,
s6103-netflix,TV Show,Agent Raghav,,"Sharad Kelkar, Aahana Kumra, Mahesh Manjrekar, Deepali Pansare, Danish Pandor, Jason Tham, Reena Aggarwal, Swati Rajput",India,15-Apr-17,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","A mix of brilliance, erudition and skill enables a modern Sherlock Holmes to solve impossible cases, all while he tries to heal personal wounds.",
s5976-amazon,Movie,Agent Revelation,Derek Ting,"Michael Dorn, Kayla Ewell, Eve Mauro",,,2021,16+,86 min,"Action, Science Fiction","Jim Yung, a rejected CIA analyst, has been exposed to an ancient 'dust' that transforms him into a super soldier that can communicate with aliens. When a secret organization works with him to discover why aliens have returned to Earth, the truth comes at a price.",
s3346-amazon,Movie,Agent Sai (Hindi),Swaroop RSJ,"Naveen Polishetty, Shruti Sharma, Chanakya Tejas, Krishneswara Rao, Suhas, Ramdutt, Kranthi Priyam, Appaji Ambarisha Darbha",,,2020,13+,133 min,"Comedy, Drama, Suspense","Agent Sai, a Nellore-based detective, faces trouble when he investigates the case of an unidentified body found near a railway track.",
s3345-amazon,Movie,Agent Sai Srinivasa Athreya,Swarooj RSJ,"Naveen Polishetty, Shruti Sharma",,,2019,13+,145 min,"Drama, International",Agent Sai Srinivasa Athreya is an authentic humorous investigative thriller revolving around the adventures of a detective based out of Nellore.,
s4681-amazon,Movie,Agent Sai Srinivasa Athreya (Kannada),Swaroop RSJ,"Naveen Polishetty, Shruthi Sharma, Suhaas",,,2019,13+,146 min,"Comedy, Suspense","Sai Sreenivas Athreya, a Nellore-based detective, faces trouble when he investigates the case of an unidentified body found near a railway track.",
s2090-netflix,TV Show,Aggretsuko,,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Shingo Kato, Yuki Takahashi",Japan,27-Aug-20,2020,TV-14,3 Seasons,"Anime Series, International TV Shows","Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",
s4279-netflix,Movie,Aggretsuko: We Wish You a Metal Christmas,Rarecho,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Yuki Takahashi, Rarecho",Japan,20-Dec-18,2018,TV-PG,22 min,Movies,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control.",
s5975-amazon,Movie,Agneepath,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari, Danny Denzongpa, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh, Sharat Saxena, Goga Kapoor, Avtar Gill, Shammi, Deepak Shirke, Asha Sachdev, Master Manjuna, Monty Sharma, Bob Christo",,,1990,13+,174 min,"Action, Drama","The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutually lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",
s5035-netflix,Movie,Agustín Aristarán: Soy Rada,Mariano Baez,Agustín Aristarán,Argentina,16-Feb-18,2018,TV-MA,60 min,Stand-Up Comedy,"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine.",
s4559-netflix,Movie,Agyaat,Ram Gopal Varma,"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer",India,1-Oct-18,2009,TV-14,97 min,"Horror Movies, International Movies",A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,
s874-netflix,Movie,Ahaan,Nikhil Pherwani,"Arif Zakaria, Abuli Mamaji, Niharika Singh, Rajit Kapoor, Plabita Borthakur, Shilpa Mehta, Kaizaad Kotwal, Sonali Sachdev, Haresh Raut",India,15-May-21,2021,TV-MA,81 min,"Dramas, Independent Movies, International Movies","Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",
s6871-amazon,TV Show,Aham Bhramhasmi,,"Rajath Raghav, Abhay Bethiganti, Sai Ketan Rao, Chandini Rao, Mounima",,,2021,13+,1 Season,"Action, Drama, Suspense","Good news? A new online game that deposits huge amounts of cash every time a player completes a level. Bad news? It's a labyrinth and if you don't complete the game, your loved ones' life will be in danger. Will the local detective team stop it before it's too late?",
s6104-netflix,Movie,Ahista Ahista,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",India,31-Dec-19,2006,TV-14,122 min,"Dramas, International Movies, Romantic Movies","Stood up by her groom at the altar, a young woman finds help and healing from another man – until her ex-fiancé returns, hoping to win her back.",
s6105-netflix,Movie,Ai Weiwei: Never Sorry,Alison Klayman,"Ai Weiwei, Lao Ai",United States,1-Mar-18,2012,R,91 min,Documentaries,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.,
s3344-amazon,Movie,Aida's Secrets,"Alon Schwarz, Shaul Schwarz","Izak Szewelewicz, Shep Shell, Aida Zasadsinska",,,2017,13+,95 min,"Documentary, Suspense","A web of family secrets unravels in this documentary about two brothers, Izak and Shep, who were born inside the Bergen-Belsen displaced persons camp in 1945 and separated as babies, never told of the other's existence. Nearly 70 years later, the discovery of family records leads the brothers to an emotional reunion with their elderly mother, Aida, who hid more from them than just each other.",
s2978-netflix,TV Show,Ainori Love Wagon: African Journey,,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",Japan,30-Jan-20,2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",
s3972-netflix,TV Show,Ainori Love Wagon: Asian Journey,,"Becky, Audrey, Mayuko Kawakita, Shimon Okura",Japan,28-Mar-19,2018,TV-MA,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows","Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",
s6106-netflix,TV Show,Ainsley Eats the Streets,,Ainsley Harriott,United Kingdom,12-Jul-19,2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Celebrity chef Ainsley Harriott embarks on a journey around the world to explore the relationship between local street foods and cultural identity.,
s1686-netflix,Movie,Ainu Mosir,Takeshi Fukunaga,"Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky","United States, Japan",17-Nov-20,2020,TV-PG,84 min,"Dramas, International Movies",A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world.,
s560-netflix,Movie,Air Force One,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall","United States, Germany",1-Jul-21,1997,R,125 min,Action & Adventure,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands.",
s1104-netflix,Movie,Air Strike,Xiao Feng,"Bruce Willis, Liu Ye, Song Seung-heon, William Chan Wai-ting, Fan Wei, Wu Gang, Ma Su, Janine Chang, Che Yongli, Feng Yuanzheng, Geng Le",China,2-Apr-21,2018,R,97 min,"Action & Adventure, Dramas, International Movies",The residents of Chongqing try to survive Japanese air raids as a U.S. military advisor trains a squadron of Chinese pilots desperate to fight back.,
s4604-amazon,Movie,Airline Disaster: Crash of the Century,Chantal Hebert,,,,2005,13+,87 min,"Action, Documentary, Special Interest","March 27, 1977. At 2:00 in the afternoon, a thick fog rolled into the usually quiet Los Rodeos Airport in Tenerife, in the Canary Islands. On the runway sat two fully loaded jumbo airliners. An explosion at a nearby airport had redirected air traffic to the undermanned airfield this island. Within three hours, 583 people would be dead. This film reconstructs the moments leading up to the tragedy.",
s2996-netflix,Movie,Airplane Mode,César Rodrigues,"Larissa Manoela, André Luiz Frambach, Erasmo Carlos, Mariana Amâncio, Amanda Orestes, Eike Duarte, Nayobe Nzainab, Katiuscia Canoro, Phellyx Moura, Dani Ornellas, Michel Bercovitch, Sílvia Lourenço",United States,23-Jan-20,2020,TV-PG,97 min,"Comedies, International Movies, Romantic Movies","When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.",
s6107-netflix,Movie,Aisa Yeh Jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma",India,15-Oct-17,2015,TV-14,127 min,"Dramas, Independent Movies, International Movies","During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",
s6108-netflix,Movie,Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra, Amrish Puri, Paresh Rawal, Annu Kapoor",India,1-Mar-18,2004,TV-14,153 min,"International Movies, Music & Musicals, Romantic Movies",A happily married business executive is forced to deal with an episode from his past that he had long thought was put behind him.,
s4861-netflix,Movie,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,15-May-18,2018,TV-MA,158 min,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",
s2265-netflix,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,5-Jul-20,2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals","An outspoken, imaginative girl from a conservative family pursues her dream man while fending off the prospect of an arranged marriage.",
s3034-netflix,TV Show,AJ and the Queen,,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra, Katerina Tannenbaum, Tia Carrere",United States,10-Jan-20,2020,TV-14,1 Season,"TV Comedies, TV Dramas","While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",
s1796-netflix,Movie,Ajab Prem Ki Ghazab Kahani,Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Govind Namdeo, Darshan Jariwala, Zakir Hussain, Smita Jaykar, Navneet Nishan, Dolly Bindra, Upen Patel",India,25-Oct-20,2009,TV-14,150 min,"Comedies, International Movies, Music & Musicals","A young man's obsession with making others happy drives him to help the girl he loves marry someone else, then try to win her heart.",
s1057-netflix,TV Show,Ajaibnya Cinta,,,,14-Apr-21,2015,TV-PG,1 Season,"International TV Shows, TV Dramas","Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series ""Spain Uoolss.""",
s1024-netflix,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",India,16-Apr-21,2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,
